transaction_id,date,category,description,amount,payment_method,month,day_of_week,day_type
TXN100009,2026-04-15,Transportation,Taxi,30.81,Debit Card,2026-04,Wednesday,Weekday
TXN100654,2026-04-15,Groceries,Dairy,116.36,Debit Card,2026-04,Wednesday,Weekday
TXN100731,2026-04-16,Groceries,Vegetables,37.83,Debit Card,2026-04,Thursday,Weekday
TXN100763,2026-04-16,Education,Books,215.63,Cash,2026-04,Thursday,Weekday
TXN100736,2026-04-16,Entertainment,Streaming,21.06,Debit Card,2026-04,Thursday,Weekday
TXN100745,2026-04-16,Shopping,Electronics,79.37,Debit Card,2026-04,Thursday,Weekday
TXN100810,2026-04-17,Shopping,Shoes,40.86,Credit Card,2026-04,Friday,Weekday
TXN100746,2026-04-17,Shopping,Clothing,6.09,Debit Card,2026-04,Friday,Weekday
TXN100921,2026-04-17,Food & Dining,Restaurant,21.36,UPI,2026-04,Friday,Weekday
TXN100665,2026-04-17,Groceries,Vegetables,58.96,Debit Card,2026-04,Friday,Weekday
TXN100830,2026-04-17,Transportation,Taxi,9.16,Credit Card,2026-04,Friday,Weekday
TXN100550,2026-04-17,Entertainment,Streaming,36.58,Debit Card,2026-04,Friday,Weekday
TXN100957,2026-04-17,Education,Course,223.94,Cash,2026-04,Friday,Weekday
TXN100760,2026-04-18,Groceries,Supermarket,46.08,Net Banking,2026-04,Saturday,Weekend
TXN100755,2026-04-18,Healthcare,Pharmacy,37.21,Cash,2026-04,Saturday,Weekend
TXN100201,2026-04-18,Transportation,Metro,14.69,Debit Card,2026-04,Saturday,Weekend
TXN100604,2026-04-19,Groceries,Dairy,74.89,Credit Card,2026-04,Sunday,Weekend
TXN100944,2026-04-19,Transportation,Fuel,12.07,Credit Card,2026-04,Sunday,Weekend
TXN100809,2026-04-19,Miscellaneous,Gift,24.26,Net Banking,2026-04,Sunday,Weekend
TXN100179,2026-04-19,Shopping,Shoes,32.83,Debit Card,2026-04,Sunday,Weekend
TXN100425,2026-04-20,Food & Dining,Restaurant,16.73,UPI,2026-04,Monday,Weekday
TXN100469,2026-04-20,Entertainment,Movie,14.82,Debit Card,2026-04,Monday,Weekday
TXN100185,2026-04-20,Transportation,Taxi,2.0,Credit Card,2026-04,Monday,Weekday
TXN100150,2026-04-21,Shopping,Electronics,41.66,UPI,2026-04,Tuesday,Weekday
TXN100634,2026-04-21,Food & Dining,Restaurant,43.26,UPI,2026-04,Tuesday,Weekday
TXN100323,2026-04-22,Transportation,Metro,16.26,Debit Card,2026-04,Wednesday,Weekday
TXN100013,2026-04-22,Transportation,Taxi,3.37,Debit Card,2026-04,Wednesday,Weekday
TXN100470,2026-04-22,Transportation,Taxi,16.34,Credit Card,2026-04,Wednesday,Weekday
TXN100568,2026-04-23,Entertainment,Games,17.83,UPI,2026-04,Thursday,Weekday
TXN100453,2026-04-23,Food & Dining,Lunch,13.01,UPI,2026-04,Thursday,Weekday
TXN100454,2026-04-23,Food & Dining,Restaurant,48.74,Cash,2026-04,Thursday,Weekday
TXN100509,2026-04-24,Food & Dining,Lunch,31.29,Debit Card,2026-04,Friday,Weekday
TXN100483,2026-04-24,Food & Dining,Restaurant,20.46,Credit Card,2026-04,Friday,Weekday
TXN100727,2026-04-24,Groceries,Supermarket,46.97,Debit Card,2026-04,Friday,Weekday
TXN100001,2026-04-24,Food & Dining,Lunch,15.77,Credit Card,2026-04,Friday,Weekday
TXN100580,2026-04-25,Personal Care,Gym,47.44,Debit Card,2026-04,Saturday,Weekend
TXN100968,2026-04-25,Transportation,Fuel,18.23,Cash,2026-04,Saturday,Weekend
TXN100168,2026-04-25,Groceries,Supermarket,175.23,Credit Card,2026-04,Saturday,Weekend
TXN100083,2026-04-26,Healthcare,Doctor,48.43,Debit Card,2026-04,Sunday,Weekend
TXN100011,2026-04-27,Shopping,Electronics,4.26,UPI,2026-04,Monday,Weekday
TXN100133,2026-04-27,Bills & Utilities,Electricity,110.42,Cash,2026-04,Monday,Weekday
TXN100906,2026-04-28,Food & Dining,Fast food,20.76,Cash,2026-04,Tuesday,Weekday
TXN100664,2026-04-28,Shopping,Electronics,80.34,Debit Card,2026-04,Tuesday,Weekday
TXN100109,2026-04-29,Transportation,Uber,33.76,Net Banking,2026-04,Wednesday,Weekday
TXN100826,2026-04-29,Miscellaneous,Other,17.7,Cash,2026-04,Wednesday,Weekday
TXN100873,2026-04-30,Transportation,Metro,9.21,UPI,2026-04,Thursday,Weekday
TXN100802,2026-04-30,Education,Course,35.24,UPI,2026-04,Thursday,Weekday
TXN100757,2026-05-01,Personal Care,Gym,14.64,Credit Card,2026-05,Friday,Weekday
TXN100075,2026-05-01,Bills & Utilities,Internet,149.99,Debit Card,2026-05,Friday,Weekday
TXN100121,2026-05-01,Entertainment,Movie,79.24,Cash,2026-05,Friday,Weekday
TXN100257,2026-05-01,Entertainment,Streaming,36.32,Net Banking,2026-05,Friday,Weekday
TXN100405,2026-05-01,Education,Course,215.26,Credit Card,2026-05,Friday,Weekday
TXN100466,2026-05-02,Bills & Utilities,Phone,139.49,Debit Card,2026-05,Saturday,Weekend
TXN100480,2026-05-04,Rent,Monthly rent,792.2,Credit Card,2026-05,Monday,Weekday
TXN100245,2026-05-05,Shopping,Shoes,103.34,Cash,2026-05,Tuesday,Weekday
TXN100244,2026-05-05,Education,Course,193.48,UPI,2026-05,Tuesday,Weekday
TXN100020,2026-05-06,Food & Dining,Coffee,39.59,Credit Card,2026-05,Wednesday,Weekday
TXN100456,2026-05-06,Food & Dining,Coffee,40.58,Cash,2026-05,Wednesday,Weekday
TXN100487,2026-05-06,Food & Dining,Coffee,32.92,UPI,2026-05,Wednesday,Weekday
TXN100637,2026-05-07,Miscellaneous,Donation,2.0,Credit Card,2026-05,Thursday,Weekday
TXN100869,2026-05-07,Bills & Utilities,Phone,101.26,Credit Card,2026-05,Thursday,Weekday
TXN100394,2026-05-07,Transportation,Metro,21.8,Credit Card,2026-05,Thursday,Weekday
TXN100808,2026-05-07,Groceries,Dairy,61.88,UPI,2026-05,Thursday,Weekday
TXN100192,2026-05-08,Food & Dining,Coffee,6.67,UPI,2026-05,Friday,Weekday
TXN100158,2026-05-08,Food & Dining,Restaurant,20.22,Credit Card,2026-05,Friday,Weekday
TXN100850,2026-05-08,Personal Care,Spa,46.76,Credit Card,2026-05,Friday,Weekday
TXN100846,2026-05-09,Groceries,Vegetables,58.01,UPI,2026-05,Saturday,Weekend
TXN100382,2026-05-09,Transportation,Fuel,9.54,Debit Card,2026-05,Saturday,Weekend
TXN100918,2026-05-09,Bills & Utilities,Phone,64.82,Credit Card,2026-05,Saturday,Weekend
TXN100027,2026-05-10,Personal Care,Salon,59.37,Credit Card,2026-05,Sunday,Weekend
TXN100764,2026-05-10,Shopping,Electronics,125.47,Net Banking,2026-05,Sunday,Weekend
TXN100017,2026-05-10,Bills & Utilities,Phone,166.56,UPI,2026-05,Sunday,Weekend
TXN100560,2026-05-10,Shopping,Clothing,85.42,Cash,2026-05,Sunday,Weekend
TXN100553,2026-05-11,Personal Care,Salon,11.21,UPI,2026-05,Monday,Weekday
TXN100316,2026-05-11,Entertainment,Movie,38.97,Debit Card,2026-05,Monday,Weekday
TXN100054,2026-05-12,Miscellaneous,Other,45.15,Net Banking,2026-05,Tuesday,Weekday
TXN100504,2026-05-12,Transportation,Metro,17.13,Debit Card,2026-05,Tuesday,Weekday
TXN100855,2026-05-12,Food & Dining,Coffee,4.54,Debit Card,2026-05,Tuesday,Weekday
TXN100197,2026-05-13,Healthcare,Lab test,105.72,Debit Card,2026-05,Wednesday,Weekday
TXN100029,2026-05-13,Transportation,Fuel,18.46,Credit Card,2026-05,Wednesday,Weekday
TXN100529,2026-05-13,Transportation,Taxi,19.09,UPI,2026-05,Wednesday,Weekday
TXN100719,2026-05-13,Transportation,Fuel,28.46,Cash,2026-05,Wednesday,Weekday
TXN100722,2026-05-14,Healthcare,Lab test,66.63,UPI,2026-05,Thursday,Weekday
TXN100265,2026-05-15,Food & Dining,Restaurant,44.66,Net Banking,2026-05,Friday,Weekday
TXN100857,2026-05-16,Groceries,Dairy,79.81,UPI,2026-05,Saturday,Weekend
TXN100024,2026-05-16,Groceries,Vegetables,128.69,Debit Card,2026-05,Saturday,Weekend
TXN100694,2026-05-16,Transportation,Taxi,3.54,Credit Card,2026-05,Saturday,Weekend
TXN100799,2026-05-16,Food & Dining,Restaurant,46.02,Credit Card,2026-05,Saturday,Weekend
TXN100138,2026-05-17,Entertainment,Movie,15.08,UPI,2026-05,Sunday,Weekend
TXN100459,2026-05-17,Groceries,Vegetables,96.1,Credit Card,2026-05,Sunday,Weekend
TXN100838,2026-05-18,Bills & Utilities,Phone,109.18,Credit Card,2026-05,Monday,Weekday
TXN100733,2026-05-18,Groceries,Dairy,96.3,Debit Card,2026-05,Monday,Weekday
TXN100430,2026-05-19,Food & Dining,Coffee,37.75,Debit Card,2026-05,Tuesday,Weekday
TXN100128,2026-05-19,Transportation,Metro,6.75,Credit Card,2026-05,Tuesday,Weekday
TXN100567,2026-05-20,Shopping,Electronics,66.09,UPI,2026-05,Wednesday,Weekday
TXN100239,2026-05-20,Miscellaneous,Donation,31.85,UPI,2026-05,Wednesday,Weekday
TXN100310,2026-05-21,Miscellaneous,Other,52.91,Credit Card,2026-05,Thursday,Weekday
TXN100836,2026-05-21,Miscellaneous,Gift,73.09,Credit Card,2026-05,Thursday,Weekday
TXN100342,2026-05-21,Food & Dining,Restaurant,32.54,Credit Card,2026-05,Thursday,Weekday
TXN100389,2026-05-21,Food & Dining,Lunch,8.19,UPI,2026-05,Thursday,Weekday
TXN100007,2026-05-21,Transportation,Taxi,14.7,Cash,2026-05,Thursday,Weekday
TXN100627,2026-05-21,Food & Dining,Restaurant,18.92,Credit Card,2026-05,Thursday,Weekday
TXN100912,2026-05-22,Shopping,Clothing,89.8,Debit Card,2026-05,Friday,Weekday
TXN100170,2026-05-22,Groceries,Dairy,101.54,Net Banking,2026-05,Friday,Weekday
TXN100991,2026-05-23,Transportation,Fuel,24.49,Cash,2026-05,Saturday,Weekend
TXN100934,2026-05-23,Food & Dining,Coffee,49.3,Credit Card,2026-05,Saturday,Weekend
TXN100707,2026-05-24,Food & Dining,Restaurant,50.52,Credit Card,2026-05,Sunday,Weekend
TXN100433,2026-05-24,Food & Dining,Fast food,46.83,Credit Card,2026-05,Sunday,Weekend
TXN100530,2026-05-24,Transportation,Fuel,14.07,Credit Card,2026-05,Sunday,Weekend
TXN100463,2026-05-25,Education,Course,183.89,UPI,2026-05,Monday,Weekday
TXN100701,2026-05-25,Food & Dining,Restaurant,38.78,Credit Card,2026-05,Monday,Weekday
TXN100211,2026-05-25,Food & Dining,Lunch,26.99,Credit Card,2026-05,Monday,Weekday
TXN100296,2026-05-25,Transportation,Uber,8.28,UPI,2026-05,Monday,Weekday
TXN100981,2026-05-25,Shopping,Clothing,157.66,Debit Card,2026-05,Monday,Weekday
TXN100060,2026-05-26,Shopping,Electronics,86.27,Cash,2026-05,Tuesday,Weekday
TXN100700,2026-05-26,Food & Dining,Coffee,39.64,Credit Card,2026-05,Tuesday,Weekday
TXN100612,2026-05-26,Transportation,Metro,19.08,Credit Card,2026-05,Tuesday,Weekday
TXN100676,2026-05-27,Food & Dining,Coffee,54.48,UPI,2026-05,Wednesday,Weekday
TXN100455,2026-05-27,Shopping,Clothing,75.19,Credit Card,2026-05,Wednesday,Weekday
TXN100361,2026-05-28,Groceries,Dairy,40.06,UPI,2026-05,Thursday,Weekday
TXN100963,2026-05-28,Food & Dining,Fast food,24.04,Net Banking,2026-05,Thursday,Weekday
TXN100120,2026-05-29,Groceries,Supermarket,83.45,Debit Card,2026-05,Friday,Weekday
TXN100544,2026-05-29,Shopping,Shoes,200.33,Credit Card,2026-05,Friday,Weekday
TXN100441,2026-05-29,Groceries,Supermarket,74.92,Debit Card,2026-05,Friday,Weekday
TXN100644,2026-05-30,Food & Dining,Lunch,25.32,Net Banking,2026-05,Saturday,Weekend
TXN100246,2026-05-30,Entertainment,Movie,28.36,UPI,2026-05,Saturday,Weekend
TXN100180,2026-05-30,Food & Dining,Coffee,32.37,Cash,2026-05,Saturday,Weekend
TXN100377,2026-05-31,Groceries,Dairy,105.63,Credit Card,2026-05,Sunday,Weekend
TXN100103,2026-05-31,Food & Dining,Fast food,44.19,Debit Card,2026-05,Sunday,Weekend
TXN100042,2026-05-31,Food & Dining,Restaurant,32.76,Credit Card,2026-05,Sunday,Weekend
TXN100094,2026-06-01,Healthcare,Doctor,3.63,UPI,2026-06,Monday,Weekday
TXN100110,2026-06-01,Personal Care,Salon,73.69,Credit Card,2026-06,Monday,Weekday
TXN100191,2026-06-03,Food & Dining,Coffee,7.61,Credit Card,2026-06,Wednesday,Weekday
TXN100742,2026-06-04,Miscellaneous,Gift,91.24,Credit Card,2026-06,Thursday,Weekday
TXN100397,2026-06-04,Food & Dining,Restaurant,12.28,Credit Card,2026-06,Thursday,Weekday
TXN100498,2026-06-05,Transportation,Taxi,24.07,Credit Card,2026-06,Friday,Weekday
TXN100304,2026-06-05,Shopping,Clothing,83.51,Credit Card,2026-06,Friday,Weekday
TXN100176,2026-06-05,Food & Dining,Lunch,25.84,Debit Card,2026-06,Friday,Weekday
TXN100345,2026-06-06,Transportation,Fuel,2.0,Debit Card,2026-06,Saturday,Weekend
TXN100741,2026-06-06,Entertainment,Movie,87.96,Debit Card,2026-06,Saturday,Weekend
TXN100670,2026-06-06,Education,Tuition,194.12,UPI,2026-06,Saturday,Weekend
TXN100843,2026-06-07,Food & Dining,Lunch,22.01,Net Banking,2026-06,Sunday,Weekend
TXN100105,2026-06-07,Personal Care,Salon,77.2,Net Banking,2026-06,Sunday,Weekend
TXN100547,2026-06-08,Healthcare,Lab test,12.75,Credit Card,2026-06,Monday,Weekday
TXN100555,2026-06-08,Shopping,Electronics,25.1,Credit Card,2026-06,Monday,Weekday
TXN100936,2026-06-08,Groceries,Dairy,20.26,Debit Card,2026-06,Monday,Weekday
TXN100237,2026-06-08,Food & Dining,Lunch,15.04,UPI,2026-06,Monday,Weekday
TXN100688,2026-06-08,Groceries,Dairy,55.95,Credit Card,2026-06,Monday,Weekday
TXN100395,2026-06-09,Groceries,Vegetables,114.73,UPI,2026-06,Tuesday,Weekday
TXN100295,2026-06-10,Bills & Utilities,Phone,101.34,Debit Card,2026-06,Wednesday,Weekday
TXN100674,2026-06-10,Miscellaneous,Other,8.39,Cash,2026-06,Wednesday,Weekday
TXN100195,2026-06-11,Entertainment,Movie,16.99,Cash,2026-06,Thursday,Weekday
TXN100565,2026-06-12,Transportation,Fuel,42.6,Credit Card,2026-06,Friday,Weekday
TXN100776,2026-06-13,Food & Dining,Lunch,44.79,UPI,2026-06,Saturday,Weekend
TXN100773,2026-06-14,Shopping,Electronics,71.29,Credit Card,2026-06,Sunday,Weekend
TXN100513,2026-06-14,Shopping,Shoes,106.28,Net Banking,2026-06,Sunday,Weekend
TXN100729,2026-06-15,Transportation,Metro,17.56,Debit Card,2026-06,Monday,Weekday
TXN100919,2026-06-15,Personal Care,Salon,42.71,UPI,2026-06,Monday,Weekday
TXN100825,2026-06-15,Groceries,Dairy,98.06,Credit Card,2026-06,Monday,Weekday
TXN100113,2026-06-15,Groceries,Dairy,65.92,Credit Card,2026-06,Monday,Weekday
TXN100938,2026-06-16,Healthcare,Lab test,47.6,Debit Card,2026-06,Tuesday,Weekday
TXN100499,2026-06-16,Groceries,Dairy,73.54,Cash,2026-06,Tuesday,Weekday
TXN100460,2026-06-16,Food & Dining,Fast food,2.0,Credit Card,2026-06,Tuesday,Weekday
TXN100018,2026-06-16,Transportation,Metro,13.22,Debit Card,2026-06,Tuesday,Weekday
TXN100031,2026-06-16,Transportation,Taxi,29.04,UPI,2026-06,Tuesday,Weekday
TXN100807,2026-06-17,Food & Dining,Lunch,39.33,Debit Card,2026-06,Wednesday,Weekday
TXN100349,2026-06-17,Shopping,Electronics,31.55,Debit Card,2026-06,Wednesday,Weekday
TXN100465,2026-06-17,Transportation,Metro,18.03,UPI,2026-06,Wednesday,Weekday
TXN100833,2026-06-17,Shopping,Clothing,41.47,Credit Card,2026-06,Wednesday,Weekday
TXN100012,2026-06-18,Entertainment,Movie,49.92,Net Banking,2026-06,Thursday,Weekday
TXN100629,2026-06-19,Rent,Monthly rent,798.42,Debit Card,2026-06,Friday,Weekday
TXN100675,2026-06-19,Healthcare,Lab test,81.54,UPI,2026-06,Friday,Weekday
TXN100814,2026-06-19,Shopping,Shoes,44.2,Credit Card,2026-06,Friday,Weekday
TXN100359,2026-06-20,Shopping,Electronics,32.55,Cash,2026-06,Saturday,Weekend
TXN100792,2026-06-21,Transportation,Fuel,16.42,Credit Card,2026-06,Sunday,Weekend
TXN100422,2026-06-21,Groceries,Supermarket,146.43,Debit Card,2026-06,Sunday,Weekend
TXN100402,2026-06-21,Personal Care,Spa,28.1,Debit Card,2026-06,Sunday,Weekend
TXN100531,2026-06-22,Healthcare,Doctor,103.74,Cash,2026-06,Monday,Weekday
TXN100609,2026-06-22,Groceries,Dairy,98.71,Credit Card,2026-06,Monday,Weekday
TXN100484,2026-06-23,Healthcare,Lab test,33.87,Debit Card,2026-06,Tuesday,Weekday
TXN100969,2026-06-23,Transportation,Fuel,14.39,Credit Card,2026-06,Tuesday,Weekday
TXN100069,2026-06-23,Shopping,Shoes,67.46,Credit Card,2026-06,Tuesday,Weekday
TXN100485,2026-06-23,Rent,Monthly rent,805.43,Cash,2026-06,Tuesday,Weekday
TXN100994,2026-06-24,Healthcare,Pharmacy,93.67,UPI,2026-06,Wednesday,Weekday
TXN100471,2026-06-25,Food & Dining,Coffee,26.69,Cash,2026-06,Thursday,Weekday
TXN100048,2026-06-25,Food & Dining,Fast food,45.15,Debit Card,2026-06,Thursday,Weekday
TXN100623,2026-06-26,Education,Course,202.6,Credit Card,2026-06,Friday,Weekday
TXN100473,2026-06-27,Groceries,Vegetables,19.11,UPI,2026-06,Saturday,Weekend
TXN100518,2026-06-27,Healthcare,Lab test,79.88,Credit Card,2026-06,Saturday,Weekend
TXN100322,2026-06-27,Shopping,Electronics,54.0,Debit Card,2026-06,Saturday,Weekend
TXN100999,2026-06-27,Groceries,Dairy,62.65,Cash,2026-06,Saturday,Weekend
TXN100924,2026-06-27,Transportation,Uber,3.27,Cash,2026-06,Saturday,Weekend
TXN100959,2026-06-27,Miscellaneous,Other,48.62,UPI,2026-06,Saturday,Weekend
TXN100014,2026-06-28,Transportation,Uber,18.44,Credit Card,2026-06,Sunday,Weekend
TXN100036,2026-06-28,Shopping,Shoes,69.82,Cash,2026-06,Sunday,Weekend
TXN100630,2026-06-28,Healthcare,Lab test,50.82,Debit Card,2026-06,Sunday,Weekend
TXN100467,2026-06-29,Healthcare,Pharmacy,43.66,Cash,2026-06,Monday,Weekday
TXN100574,2026-06-29,Transportation,Metro,17.03,Net Banking,2026-06,Monday,Weekday
TXN100202,2026-06-29,Transportation,Metro,16.71,Cash,2026-06,Monday,Weekday
TXN100368,2026-06-29,Shopping,Clothing,115.79,Debit Card,2026-06,Monday,Weekday
TXN100221,2026-06-30,Groceries,Vegetables,68.53,Credit Card,2026-06,Tuesday,Weekday
TXN100711,2026-06-30,Transportation,Uber,7.35,UPI,2026-06,Tuesday,Weekday
TXN100409,2026-07-01,Miscellaneous,Other,37.85,Debit Card,2026-07,Wednesday,Weekday
TXN100588,2026-07-01,Groceries,Supermarket,74.25,Cash,2026-07,Wednesday,Weekday
TXN100651,2026-07-01,Shopping,Clothing,164.52,Net Banking,2026-07,Wednesday,Weekday
TXN100390,2026-07-02,Groceries,Supermarket,102.26,Debit Card,2026-07,Thursday,Weekday
TXN100305,2026-07-02,Food & Dining,Restaurant,26.73,Credit Card,2026-07,Thursday,Weekday
TXN100186,2026-07-04,Healthcare,Lab test,9.04,Debit Card,2026-07,Saturday,Weekend
TXN100317,2026-07-05,Bills & Utilities,Electricity,107.02,Debit Card,2026-07,Sunday,Weekend
TXN100354,2026-07-05,Entertainment,Streaming,37.0,Debit Card,2026-07,Sunday,Weekend
TXN100264,2026-07-06,Food & Dining,Fast food,41.83,UPI,2026-07,Monday,Weekday
TXN100189,2026-07-06,Transportation,Fuel,7.84,Debit Card,2026-07,Monday,Weekday
TXN100401,2026-07-06,Bills & Utilities,Phone,69.24,Cash,2026-07,Monday,Weekday
TXN100348,2026-07-06,Transportation,Uber,3.99,Debit Card,2026-07,Monday,Weekday
TXN100276,2026-07-07,Miscellaneous,Other,36.45,Cash,2026-07,Tuesday,Weekday
TXN100447,2026-07-07,Groceries,Supermarket,55.69,Credit Card,2026-07,Tuesday,Weekday
TXN100166,2026-07-07,Food & Dining,Fast food,47.65,UPI,2026-07,Tuesday,Weekday
TXN100249,2026-07-07,Rent,Monthly rent,804.1,UPI,2026-07,Tuesday,Weekday
TXN100668,2026-07-08,Entertainment,Movie,55.15,UPI,2026-07,Wednesday,Weekday
TXN100766,2026-07-08,Shopping,Shoes,55.54,Net Banking,2026-07,Wednesday,Weekday
TXN100566,2026-07-08,Food & Dining,Lunch,17.14,Credit Card,2026-07,Wednesday,Weekday
TXN100325,2026-07-09,Food & Dining,Coffee,7.3,Debit Card,2026-07,Thursday,Weekday
TXN100743,2026-07-09,Food & Dining,Fast food,7.36,UPI,2026-07,Thursday,Weekday
TXN100215,2026-07-09,Healthcare,Doctor,87.16,Cash,2026-07,Thursday,Weekday
TXN100728,2026-07-10,Education,Books,277.13,Credit Card,2026-07,Friday,Weekday
TXN100360,2026-07-10,Transportation,Uber,7.14,Credit Card,2026-07,Friday,Weekday
TXN100308,2026-07-11,Personal Care,Salon,54.65,Cash,2026-07,Saturday,Weekend
TXN100340,2026-07-11,Transportation,Fuel,21.93,Debit Card,2026-07,Saturday,Weekend
TXN100972,2026-07-12,Shopping,Shoes,66.29,Credit Card,2026-07,Sunday,Weekend
TXN100477,2026-07-12,Transportation,Uber,9.06,Cash,2026-07,Sunday,Weekend
TXN100818,2026-07-12,Bills & Utilities,Electricity,158.79,Credit Card,2026-07,Sunday,Weekend
TXN100436,2026-07-13,Shopping,Electronics,126.45,Cash,2026-07,Monday,Weekday
TXN100781,2026-07-13,Shopping,Clothing,45.34,Debit Card,2026-07,Monday,Weekday
TXN100412,2026-07-13,Groceries,Vegetables,74.64,Debit Card,2026-07,Monday,Weekday
TXN100885,2026-07-14,Food & Dining,Fast food,62.45,UPI,2026-07,Tuesday,Weekday
TXN100214,2026-07-14,Entertainment,Streaming,74.5,Debit Card,2026-07,Tuesday,Weekday
TXN100767,2026-07-14,Food & Dining,Lunch,13.43,Credit Card,2026-07,Tuesday,Weekday
TXN100157,2026-07-14,Entertainment,Movie,36.79,Cash,2026-07,Tuesday,Weekday
TXN100852,2026-07-15,Food & Dining,Fast food,29.06,Net Banking,2026-07,Wednesday,Weekday
TXN100458,2026-07-15,Groceries,Dairy,115.64,Credit Card,2026-07,Wednesday,Weekday
TXN100286,2026-07-15,Food & Dining,Lunch,50.28,Credit Card,2026-07,Wednesday,Weekday
TXN100997,2026-07-16,Education,Course,186.07,Debit Card,2026-07,Thursday,Weekday
TXN100336,2026-07-16,Personal Care,Gym,23.55,Debit Card,2026-07,Thursday,Weekday
TXN100759,2026-07-17,Food & Dining,Lunch,21.93,Cash,2026-07,Friday,Weekday
TXN100059,2026-07-17,Entertainment,Games,14.46,Credit Card,2026-07,Friday,Weekday
TXN100429,2026-07-19,Food & Dining,Coffee,46.11,Debit Card,2026-07,Sunday,Weekend
TXN100598,2026-07-19,Transportation,Metro,15.21,Credit Card,2026-07,Sunday,Weekend
TXN100966,2026-07-19,Shopping,Shoes,24.1,UPI,2026-07,Sunday,Weekend
TXN100672,2026-07-19,Groceries,Supermarket,70.19,Credit Card,2026-07,Sunday,Weekend
TXN100015,2026-07-19,Food & Dining,Fast food,2.6,Credit Card,2026-07,Sunday,Weekend
TXN100229,2026-07-20,Transportation,Taxi,3.14,Cash,2026-07,Monday,Weekday
TXN100415,2026-07-20,Groceries,Dairy,104.51,Debit Card,2026-07,Monday,Weekday
TXN100172,2026-07-20,Groceries,Dairy,71.93,Net Banking,2026-07,Monday,Weekday
TXN100464,2026-07-20,Transportation,Uber,14.91,Debit Card,2026-07,Monday,Weekday
TXN100691,2026-07-21,Bills & Utilities,Phone,68.06,UPI,2026-07,Tuesday,Weekday
TXN100122,2026-07-21,Shopping,Shoes,83.75,Credit Card,2026-07,Tuesday,Weekday
TXN100978,2026-07-21,Food & Dining,Lunch,43.07,Debit Card,2026-07,Tuesday,Weekday
TXN100835,2026-07-21,Shopping,Electronics,77.97,Credit Card,2026-07,Tuesday,Weekday
TXN100043,2026-07-22,Miscellaneous,Gift,39.44,Net Banking,2026-07,Wednesday,Weekday
TXN100327,2026-07-22,Education,Course,279.63,UPI,2026-07,Wednesday,Weekday
TXN100744,2026-07-22,Transportation,Metro,17.4,Cash,2026-07,Wednesday,Weekday
TXN100282,2026-07-23,Miscellaneous,Other,72.54,Debit Card,2026-07,Thursday,Weekday
TXN100495,2026-07-25,Shopping,Clothing,41.26,UPI,2026-07,Saturday,Weekend
TXN100006,2026-07-25,Bills & Utilities,Electricity,105.33,Net Banking,2026-07,Saturday,Weekend
TXN100289,2026-07-25,Food & Dining,Coffee,39.82,UPI,2026-07,Saturday,Weekend
TXN100207,2026-07-27,Food & Dining,Restaurant,39.74,UPI,2026-07,Monday,Weekday
TXN100177,2026-07-27,Transportation,Metro,25.94,UPI,2026-07,Monday,Weekday
TXN100967,2026-07-27,Bills & Utilities,Internet,54.39,UPI,2026-07,Monday,Weekday
TXN100803,2026-07-28,Food & Dining,Restaurant,9.14,Credit Card,2026-07,Tuesday,Weekday
TXN100238,2026-07-28,Groceries,Vegetables,32.9,Credit Card,2026-07,Tuesday,Weekday
TXN100369,2026-07-28,Healthcare,Lab test,5.86,Net Banking,2026-07,Tuesday,Weekday
TXN100783,2026-07-28,Food & Dining,Fast food,26.11,Net Banking,2026-07,Tuesday,Weekday
TXN100115,2026-07-29,Education,Course,249.03,Debit Card,2026-07,Wednesday,Weekday
TXN100228,2026-07-29,Shopping,Shoes,50.99,Cash,2026-07,Wednesday,Weekday
TXN100101,2026-07-30,Groceries,Supermarket,114.0,Net Banking,2026-07,Thursday,Weekday
TXN100111,2026-07-30,Rent,Monthly rent,791.35,Debit Card,2026-07,Thursday,Weekday
TXN100730,2026-07-31,Food & Dining,Lunch,19.44,UPI,2026-07,Friday,Weekday
TXN100775,2026-07-31,Entertainment,Movie,66.86,Credit Card,2026-07,Friday,Weekday
TXN100698,2026-07-31,Food & Dining,Fast food,19.49,Credit Card,2026-07,Friday,Weekday
TXN100003,2026-08-01,Groceries,Supermarket,96.28,Credit Card,2026-08,Saturday,Weekend
TXN100426,2026-08-01,Entertainment,Movie,57.36,Cash,2026-08,Saturday,Weekend
TXN100285,2026-08-01,Entertainment,Games,129.9,Debit Card,2026-08,Saturday,Weekend
TXN100709,2026-08-01,Shopping,Clothing,10.34,UPI,2026-08,Saturday,Weekend
TXN100635,2026-08-01,Transportation,Taxi,23.21,UPI,2026-08,Saturday,Weekend
TXN100725,2026-08-01,Entertainment,Games,140.4,Debit Card,2026-08,Saturday,Weekend
TXN100114,2026-08-02,Education,Tuition,140.84,Cash,2026-08,Sunday,Weekend
TXN100144,2026-08-02,Miscellaneous,Donation,4.96,Credit Card,2026-08,Sunday,Weekend
TXN100299,2026-08-03,Shopping,Electronics,58.01,Debit Card,2026-08,Monday,Weekday
TXN100572,2026-08-03,Groceries,Supermarket,95.67,Credit Card,2026-08,Monday,Weekday
TXN100100,2026-08-04,Healthcare,Pharmacy,140.41,Credit Card,2026-08,Tuesday,Weekday
TXN100486,2026-08-04,Food & Dining,Coffee,2.0,Debit Card,2026-08,Tuesday,Weekday
